first_name,last_name,middle_name,street_address,zip_code
,LASSITER,,STARKEY,654.0
DOROTHEA,LASSITER,K,STARKEY,656.0
LELIA,LASSITER,,STARKEY,656.0
JOSEPH,LETO,E,MITCHELL,104.0
DEWIGHT,MALDONADO,B,STARKEY,678.0
MARQUISE,MALDONADO,,STARKEY,678.0
MABLE,MALDONADO,,STARKEY,678.0
,MALENDES,,RIDLEY,705.0
,MALENDES,A,RIDLEY,705.0
,MCCLAIN,,BASSWOOD,4920.0
AISHA,MOSQUERA,C,STARKEY,682.0
ANDREA,MOSQUERA,G,STARKEY,682.0
ROMINE,MOSQUERA,O,STARKEY,682.0
TANYA,MOSQUERA,O,STARKEY,682.0
PRINCETTA,MOSQUERA,D,STARKEY,682.0
LAKESHIA,MOSQUERA,O,STARKEY,682.0
HERMEN,MOSQUERA,M,STARKEY,684.0
XANTHE,PAIGIE,N,BASSWOOD,4830.0
JEMES,PARVA,V,STARKEY,676.0
,PARVA,G,STARKEY,676.0
TOWANDA,RODRIGUEZ,S,STARKEY,670.0
GEARLDINE,RODRIGUEZ,,STARKEY,670.0
DEREK,ROUNSEVELLE,,BANK,100.0
DAVON,SKANOS,B,BANK,104.0
LENORA,SKANOS,S,BANK,104.0
RANDOLPH,TORRES,E,STARKEY,680.0
FREEMAN,TORRES,R,STARKEY,680.0
WAYNE,VALDES,H,RIDLEY,723.0
THRESA,VALDES,,RIDLEY,723.0
BRANDEN,VARGAS,R,STARKEY,664.0
ALEXANDER,VARGAS,R,STARKEY,664.0
ELIZABETH,VARGAS,L,STARKEY,664.0
THUYKIM,VARGAS,,RIDLEY,727.0
DANNY,WEBSTER,A,BASSWOOD,4842.0
SHALLY,WEBSTER,,BASSWOOD,4842.0
ALEXANDER,WICZALKOWSKI,J,BANK,210.0
DOLORES,WICZALKOWSKI,A,BANK,210.0
,BANK,D,MALIBU,6540.0
,BANK,,MALIBU,6540.0
,BANK,A,MALIBU,6540.0
,BANK,P,MALIBU,6540.0
,BANK,P,MALIBU,6540.0
,BARNES,B,MALIBU,6550.0
,BARNES,C,MALIBU,6550.0
,BURGERSS,L,MALIBU,6556.0
,BURGERSS,D,MALIBU,6556.0
,BURGERSS,L,MALIBU,6556.0
,BURGESS,L,MALIBU,6560.0
,BURGESS,E,MALIBU,6560.0
,BURGESS,C,MALIBU,6560.0
,BURGESS,D,MALIBU,6560.0
,BURRISS,A,MALIBU,6500.0
,BURRISS,,MALIBU,6500.0
,BURRISS,,MALIBU,6500.0
,BUTLER,,MALIBU,6546.0
,CHISOLM,A,MALIBU,6578.0
,CHISOLM,J,MALIBU,6578.0
,COATES,,MALIBU,6566.0
LATISHA,CONRON,D,ELDORADO,110.0
,COTTEN,C,MALIBU,6526.0
,COTTEN,R,MALIBU,6526.0
,COTTEN,A,MALIBU,6526.0
,DIGGS,A,BASSWOOD,4952.0
,DIGGS,A,BASSWOOD,4952.0
,DORSIE,A,ELDORADO,117.0
,DUNNOCK,M,CARL VINSON,953.0
,GOINS,L,ELDORADO,115.0
,GOINS,T,ELDORADO,115.0
,GOINS,R,ELDORADO,115.0
,GOINS,,ELDORADO,115.0
,GOWANS,D,MALIBU,6520.0
,GOWANS,M,MALIBU,6520.0
REFUS,HOERRLING,D,ELDORADO,114.0
CHRISTOPHER,HOERRLING,D,ELDORADO,114.0
ZACHARY,HOERRLING,B,ELDORADO,114.0
TRAINA,HOERRLING,A,ELDORADO,114.0
ANA,HOERRLING,C,ELDORADO,114.0
GERALDO,HOLMES,S,ELDORADO,108.0
FRANCISCO,HOLMES,D,ELDORADO,108.0
ERICK,HOLMES,D,ELDORADO,108.0
LUCILLE,HOLMES,W,ELDORADO,108.0
,HOLMES,,ELDORADO,108.0
,HUGGINCHES,R,ELDORADO,109.0
,HUGGINCHES,R,ELDORADO,109.0
,HUGGINCHES,A,ELDORADO,109.0
,HUGGINCHES,M,ELDORADO,109.0
,HUTCHINSON,,ELDORADO,112.0
,HUTCHINSON,,ELDORADO,112.0
,HUTCHINSON,,ELDORADO,112.0
,HUTCHINSON,,ELDORADO,112.0
,LEVEN,M,CARL VINSON,957.0
,MATKIN,L,MALIBU,6514.0
,MATKIN,L,MALIBU,6514.0
,MATKIN,,MALIBU,6514.0
,MATKIN,,MALIBU,6514.0
,OWENS,L,MALIBU,6508.0
,OWENS,G,MALIBU,6508.0
,OWENS,E,MALIBU,6508.0
,OWENS,T,MALIBU,6508.0
,OWENS,N,MALIBU,6508.0
,OWENS,S,MALIBU,6508.0
,PAIGE,,ELDORADO,106.0
ROY,SPRINGGS,,ELDORADO,113.0
,SYKES,,MONTEGO,4901.0
,SYKES,,MONTEGO,4901.0
,SYKES,,MONTEGO,4901.0
,SYKES,,MONTEGO,4901.0
ROSETTA,THOMPSON,,MALIBU,6532.0
JACQUELINE,TREZEVANT,M,ELDORADO,111.0
ANA,TREZEVANT,M,ELDORADO,111.0
,TREZEVANT,T,ELDORADO,111.0
,WHITAKER,F,MONTEGO,4913.0
,WHITAKER,C,MONTEGO,4913.0
,WHITAKER,M,MONTEGO,4913.0
,WHITAKER,T,MONTEGO,4913.0
DIWALDO,1RUMOR,A,HWY 54,3820.0
BERNADINA,1RUMOR,,HWY 54,3820.0
TERRAN,1RUMOR,L,HWY 54,3820.0
ZAKIYA,1RUMOR,A,HWY 54,3820.0
,1RUMOR,A,HWY 54,3820.0
LEO,ALSTIN,E,OCONEE,612.0
MICHEAL,ALSTIN,,OCONEE,612.0
ROSE,ALSTIN,,OCONEE,612.0
ANTONINO,CAMPBELL,E,OCONEE,604.0
JESSICA,CAMPBELL,A,OCONEE,604.0
MARINELA,CAMPBELL,E,OCONEE,604.0
,CAMPBELL,D,OCONEE,604.0
DARRYL,CARR,B,RUBY,501.0
BERRY,CARR,J,RUBY,501.0
ROSELINE,CARR,D,RUBY,501.0
RODRICK,CARTER,,22ND,14135.0
JOANNIE,CARTER,,22ND,14135.0
ADMAN,CAVAJEL,L,MARTIN LUTHER K,607.0
STEPHEN,CAVAJEL,D,MARTIN LUTHER K,607.0
MALISSA,CAVAJEL,L,MARTIN LUTHER K,607.0
SARAH,CAVAJEL,L,MARTIN LUTHER K,607.0
LAWRENCE,CHAMBARS,,22ND,14180.0
EUGENE,CHAMBARS,F,22ND,14180.0
,COLBY,J,MAIN,303.0
MARKO,COUPE,,GEORGE,104.0
,COUPE,P,GEORGE,104.0
GUILLERMO,CRIDER,E,WARE,106.0
MARCO,CRIDER,M,WARE,106.0
W,DAVIES,U,22ND,14220.0
MICHELE,DAVIES,N,22ND,14220.0
RENEE,DAVIES,M,22ND,14220.0
SARAH,DAVIES,N,22ND,14220.0
GERARDO,DEGRAENED,D,WARE,128.0
ALLAN,DEGRAENED,R,WARE,128.0
,DORMAN,W,OCONEE,616.0
,DORMAN,R,OCONEE,616.0
,DORMAN,N,OCONEE,616.0
GREG,DOWOKAKOKO,S,JOHNSON,103.0
A,DOWOKAKOKO,A,JOHNSON,103.0
,DOWOKAKOKO,A,JOHNSON,103.0
MATTHEW,EASLEY,,MARTIN LUTHER K,613.0
FLORIPE,EASLEY,D,MARTIN LUTHER K,613.0
KERI,EASLEY,D,MARTIN LUTHER K,613.0
NILSA,EASLEY,D,MARTIN LUTHER K,613.0
CHERYL,ELLIOTT,,CHURCH,102.0
FLAINE,ELLIOTT,A,CHURCH,102.0
ALE JARDRO,ERVINE,A,MARTIN LUTHER K,601.0
JUAN,ERVINE,E,MARTIN LUTHER K,601.0
ZIONARA,ERVINE,T,MARTIN LUTHER K,601.0
,ERVINE,E,MARTIN LUTHER K,601.0
ETHNY,FREY,B,22ND,14225.0
SHAWNETT,GARRETT,R,WARE,124.0
HARRIET,GARRETT,R,WARE,124.0
KRISTY,GORDON,L,WOODHAVEN,303.0
DIANE,GORDON,M,WOODHAVEN,303.0
ROSEMARIE,GORDON,,WOODHAVEN,303.0
DANIEL,GRANER,,GEORGE,100.0
ROBERT,GRANER,R,GEORGE,100.0
MARJORIE,GRANER,A,GEORGE,100.0
EDUARDSO,GREENE,A,OCONEE,606.0
SONDRA,GREENE,C,OCONEE,606.0
ANN,GREENE,A,OCONEE,606.0
MICHELE,GREENE,M,OCONEE,606.0
ROSETA,GREENE,A,OCONEE,606.0
,GUIDETI,D,HWY 54,3454.0
JAMES,HAMMONDS,C,RUBY,505.0
LENWOOD,HAMMONDS,M,RUBY,505.0
TRACEY,HAMMONDS,R,RUBY,505.0
STEPHENE,HANKINS,,22ND,14215.0
PAYMM,HANKINS,T,22ND,14215.0
,HEAVENER,R,OCONEE,608.0
,HEAVENER,R,OCONEE,608.0
,HEAVENER,V,OCONEE,608.0
JOHNNY,HETTERICH,,RUBY,503.0
MICHEAL,HOLLEY,T,22ND,14170.0
DIMON,HOLLEY,T,22ND,14170.0
KATHERINE,HOLLEY,A,22ND,14170.0
CHARLOTTE,HOLLEY,E,22ND,14170.0
JACQUELINE,HUDSON,,HWY 54,3886.0
ARCHIE,HUSSEINKHEL,,OCONEE,614.0
,HUSSEINKHEL,,OCONEE,614.0
,KEARNS,A,OCONEE,626.0
,KEARNS,,OCONEE,626.0
,KEARNS,E,OCONEE,626.0
,KEARNS,M,OCONEE,626.0
SUSAN,KEICHENBERG,L,22ND,14150.0
JUDY,KEICHENBERG,A,22ND,14150.0
ANTONIO,KLEIMAN,B,OCONEE,622.0
JOCELYN,KLEIMAN,V,OCONEE,622.0
CLEARANCE,LESKO,,OCONEE,610.0
BEN,LESKO,,OCONEE,610.0
,LESKO,,OCONEE,610.0
ORESTE,MACCIO,S,WARE,106.0
OLIVIA,MACCIO,E,WARE,106.0
ERIKA,MARTINEZ STG,M,22ND,14255.0
,MARTINEZ STG,,22ND,14255.0
,MARTINEZ STG,,22ND,14255.0
GEOFFREY,MCALLISTER,M,22ND,14270.0
JEANETTE,MCALLISTER,M,22ND,14270.0
DOMINIQUE,MOHRING,B,31ST,701.0
JANICE,MOHRING,M,31ST,701.0
SHIRLEG,MOSES,,WOODHAVEN,305.0
,OBROCK,G,HWY 54,3732.0
,PEARL,,MAIN,209.0
,PEARL,C,MAIN,209.0
REYAN,RAGLIN,,22ND,14160.0
,REAVES,B,MARTIN LUTHER K,625.0
,REAVES,J,MARTIN LUTHER K,625.0
,REAVES,D,MARTIN LUTHER K,625.0
QUENTIN,RODRIGUEZ,R,22ND,14235.0
STEPHANIE,RODRIGUEZ,R,22ND,14235.0
PHILLIP,ROTHSHILD,,22ND,14240.0
J,ROTHSHILD,L,22ND,14240.0
HILLIARD,ROTHSHILD,E,22ND,14240.0
DOMINIC,RUDASILL,A,WARE,122.0
SEPTIMIA,RUDASILL,E,WARE,122.0
KIMBERLY,RUDASILL,L,WARE,122.0
ALISA,RUDASILL,M,WARE,122.0
,RUDASILL,S,WARE,122.0
TRACIE,RUEHLING,D,HWY 54,3870.0
MELISSA,RUEHLING,A,HWY 54,3870.0
,RUMOR,A,HWY 54,3840.0
MYRIAM,RUSSALL,S,OCONEE,624.0
JORGE,RUSSALL,L,OCONEE,624.0
LYNNETTE,RUSSALL,C,OCONEE,624.0
PELHAM,SANTIAGO,,JOHNSON,101.0
GEORGE,SANTIAGO,L,JOHNSON,101.0
ANGELA,SANTIAGO,E,JOHNSON,101.0
JESSEE,SANTIAGO,T,JOHNSON,101.0
LUIS,SQUILLANTE,A,HWY 54,3556.0
GERAR,SQUILLANTE,,HWY 54,3556.0
CHARLES,SWAGOI,A,OCONEE,600.0
ISRAEL,SWAGOI,M,OCONEE,600.0
MARY CAROLE,SWAGOI,T,OCONEE,600.0
,SWAGOI,B,OCONEE,600.0
,SWAGOI,C,OCONEE,600.0
KATHERINE,SYKS,M,22ND,14230.0
NICHOLE,TONSTALL,L,MAIN,201.0
MARY,TONSTALL,C,MAIN,201.0
HARRIETT,TONSTALL,J,MAIN,201.0
J,WASHINGTON,P,MARTIN LUTHER K,603.0
STEPHENS,WASHINGTON,I,MARTIN LUTHER K,603.0
AMAURY,WASHINGTON,P,MARTIN LUTHER K,603.0
XIOMARA,WASHINGTON,E,MARTIN LUTHER K,603.0
,WIESMAN,V,HWY 54,3850.0
GLORIANNE,BELL,M,3RD,7111.0
ALLEN,BRAWD,J,2ND,7126.0
ANN0,BRAWD,D,2ND,7126.0
JEAN,CARTER,B,72ND,410.0
DOUGASS,DUCOTY,S,3RD,7134.0
MICLELLE,DUCOTY,C,3RD,7134.0
L,DUFFY TYLER,A,72ND,400.0
D,DUFFY TYLER,J,72ND,400.0
BENJAMIN,DUFFY TYLER,M,72ND,400.0
ALICIA,DUFFY TYLER,,72ND,400.0
GERALDENE,DUFFY TYLER,L,72ND,400.0
NATSHA,DUFFY TYLER,M,72ND,400.0
JESUS,EHM,A,VILLAGRANDE,419.0
ETHEL,EHM,J,VILLAGRANDE,419.0
,EHM,M,VILLAGRANDE,419.0
PABLOS,GASBARRO,U,VILLAGRANDE,401.0
LEANNE,GASBARRO,,VILLAGRANDE,401.0
ERIN,GASBARRO,K,VILLAGRANDE,401.0
JO,GASBARRO,,VILLAGRANDE,401.0
,GASBARRO,A,VILLAGRANDE,401.0
DIXION,HELLER,J,72ND,318.0
DOREN,HELLER,J,72ND,318.0
TEGIRA,HELLER,J,72ND,318.0
AGELEON,HELLER,M,72ND,318.0
,HELLER,J,72ND,318.0
,HELLER,A,72ND,318.0
ARISTIDES,HOPPER,C,2ND,7100.0
CARLOS,HOPPER,C,2ND,7100.0
ROSEY,HOPPER,B,2ND,7100.0
CHARLES,HUBRIC,P,3RD,7127.0
DIANE,HUBRIC,,3RD,7127.0
SIGFREDO,PAINE WELLS,J,71ST,231.0
AGEL,PAINE WELLS,J,71ST,231.0
OSWALDO,PAINE WELLS,J,71ST,231.0
IGNACIO,PAINE WELLS,J,71ST,231.0
BARBARA,PAINE WELLS,C,71ST,231.0
JEFFREY,PENSETH,J,VILLAGRANDE,427.0
THRESA,PENSETH,A,VILLAGRANDE,427.0
ANNE,PENSETH,A,VILLAGRANDE,427.0
ANDREW E,POLLACK,,3RD,7139.0
JAMAR,POLLACK,F,3RD,7139.0
DARON,POLLACK,S,3RD,7139.0
SHAWN,POLLACK,P,3RD,7139.0
MIRIAM,POLLACK,J,3RD,7139.0
LEAH,POLLACK,A,3RD,7139.0
CHRISTOPHER,ROWEN,J,2ND,7112.0
EARNEST,ROWEN,A,2ND,7112.0
CATHY,ROWEN,,2ND,7112.0
ELFRIEDA,ROWEN,C,2ND,7112.0
NICOLAS,SAUNDERS,G,72ND,430.0
CATHERINE,SAUNDERS,L,72ND,430.0
JOHN,SCCHWARTZ,F,3RD,7121.0
TRICIA,SCCHWARTZ,E,3RD,7121.0
JEFFREY,SMALLS,P,VILLAGRANDE,441.0
INGER,SMALLS,B,VILLAGRANDE,441.0
,SMALLS,J,VILLAGRANDE,441.0
,SMALLS,A,VILLAGRANDE,441.0
MARC,ARCHER,C,WOODHAVEN,309.0
JEAN,ARCHER,A,WOODHAVEN,309.0
LAWRENCE,BELTRAN,C,BRANTWOOD,108.0
JEFF,BELTRAN,J,BRANTWOOD,108.0
SOUTA,BELTRAN,M,BRANTWOOD,108.0
ELMER,BELTRAN,A,BRANTWOOD,114.0
WILEY,BELTRAN,A,BRANTWOOD,114.0
GISELA,BELTRAN,M,BRANTWOOD,114.0
RUTH ANN,BELTRAN,M,BRANTWOOD,114.0
EDWIN,CAGER,M,WOODHAVEN,313.0
EARLE,CAGER,M,WOODHAVEN,313.0
ROSETTA,CAGER,J,WOODHAVEN,313.0
RONNIE,COBEZA,,WOODHAVEN,512.0
KENNETH,COBEZA,R,WOODHAVEN,512.0
SHAWN,COBEZA,E,WOODHAVEN,512.0
,COBEZA,M,WOODHAVEN,512.0
ARY,DORSEY,S,WOODHAVEN,503.0
MELISSA,DORSEY,J,WOODHAVEN,503.0
DEBBIE,DORSEY,M,WOODHAVEN,503.0
ENDA,DORSEY,L,WOODHAVEN,503.0
ISSAC,DRENMON,F,WOODHAVEN,311.0
ERNEST,DRENMON,R,WOODHAVEN,311.0
THERESA,DRENMON,A,WOODHAVEN,311.0
JOANNIE,FLEEK,,WOODHAVEN,514.0
ANNTIONETTE,FLEEK,,WOODHAVEN,514.0
STANLY,FLOWERS,J,WOODHAVEN,405.0
COVNELIA,FLOWERS,M,WOODHAVEN,405.0
KEN,GALIDEZ,E,BRANTWOOD,100.0
ENZELEE,GALIDEZ,E,BRANTWOOD,100.0
MICHELLE,GALIDEZ,M,BRANTWOOD,100.0
CHATERAH,GALIDEZ,M,BRANTWOOD,100.0
GIANNI,HILLEGAS,E,BRANTWOOD,106.0
JANICE,HILLEGAS,,BRANTWOOD,106.0
HAILLE,HILLEGAS,E,BRANTWOOD,106.0
ROSA,HILLEGAS,C,BRANTWOOD,106.0
JAMIE,HILLEGAS,E,BRANTWOOD,106.0
SCOT,HOLLOWAY,C,ELDORADO,107.0
JENIFFER,HOLLOWAY,T,ELDORADO,107.0
SHANIKA,KEARNEY,E,WOODHAVEN,501.0
ASHELY,KEARNEY,E,WOODHAVEN,501.0
SHERMISE,KEARNEY,J,WOODHAVEN,501.0
ROB,MANGUM,J,ELDORADO,105.0
BAKIA,MANGUM,E,ELDORADO,105.0
JEROME,MITCHELLL,J,WOODHAVEN,509.0
DONETTA,MITCHELLL,M,WOODHAVEN,509.0
JOSH,RADRIGZ,D,ELDORADO,101.0
RUGY,RADRIGZ,E,ELDORADO,101.0
SONJA,RAMAS,K,BRANTWOOD,112.0
JEFF,RHODES,L,BRANTWOOD,110.0
HENRIETTE,RHODES,,BRANTWOOD,110.0
JANNIE,RHODES,M,BRANTWOOD,110.0
JOANN,RHODES,N,BRANTWOOD,110.0
JOHONNY,RIBERA,U,BRANTWOOD,104.0
STUART,RIBERA,K,BRANTWOOD,104.0
EMMETTE,RICHARDSON,E,WOODHAVEN,315.0
TAMIKA,RICHARDSON,R,WOODHAVEN,315.0
JEFF,STAPPY,F,BRANTWOOD,102.0
FRANKLIN,STAPPY,E,BRANTWOOD,102.0
ELLA LOUISE,STAPPY,F,BRANTWOOD,102.0
QUAYN,STAPPY,B,BRANTWOOD,102.0
ARLIE,STAPPY,A,BRANTWOOD,102.0
FREDERICK,STEWARD,A,WOODHAVEN,505.0
CHANTEL,STEWARD,A,WOODHAVEN,505.0
BRIAN,WCIGNT,,WOODHAVEN,307.0
MAXICINE,WCIGNT,H,WOODHAVEN,307.0
BEN,WILKES,W,ELDORADO,103.0
STEVE,WILKES,M,ELDORADO,103.0
HARRIETTE,WILKES,L,ELDORADO,103.0
CHARLIE,WILLIAMS,A,WOODHAVEN,510.0
SHERRI,WILLIAMS,V,WOODHAVEN,510.0
CHANCE,YETES,E,WOODHAVEN,403.0
ALFREDRICK,YETES,S,WOODHAVEN,403.0
MARITZA,AHREWS,A,71ST,345.0
MARIANNA,AHREWS,B,71ST,345.0
LENARD,BENETAS,A,STARKEY,660.0
SAMMY,BENETAS,R,STARKEY,660.0
DOLORES,BENETAS,R,STARKEY,660.0
JAMAR,BODMER,C,BANKS,102.0
ROSSITA,BODMER,L,BANKS,102.0
MAG,BODMER,R,BANKS,102.0
ROZELLIN,BODMER,N,BANKS,102.0
CATHERINE,BODMER,L,BANKS,102.0
J,CETO,E,MITCHELL,104.0
DANYA,CHEESEMAN,L,STARKEY,690.0
DANTE,CHEESEMAN,E,STARKEY,690.0
DOMINQUE,CONNER,S,BASSWIDE,4836.0
COHNIE,CONNER,E,BASSWIDE,4836.0
SEKOU,COSGRAOE,L,BANKS,202.0
TREIRA,COSGRAOE,,BANKS,202.0
THERESA,COSGRAOE,G,BANKS,202.0
MICHAEL,DACANAY,A,MITCHELL,112.0
A JASIA,DACANAY,,MITCHELL,112.0
BRIANCA,DACANAY,G,MITCHELL,112.0
SAM,DANIEL-LEIVA,J,RIDLEY,729.0
THAU LYNN,DANIEL-LEIVA,R,RIDLEY,729.0
MILFORD,DIVER,J,STARKEY,658.0
FRANK,DOMINQUEZ,K,STARKEY,672.0
SHAVAN,DOMINQUEZ,M,STARKEY,672.0
ISAAE,ENGELSKIRCH,,STARKEY,612.0
JEANELLE,ENGELSKIRCH,,STARKEY,612.0
LOUIS,FAIRIE,W,BASSWOOD,4940.0
WESLEY,FISCHARUND,M,MITCHELL,110.0
NADESHIA,FISCHARUND,A,MITCHELL,110.0
DANYELLE,FISCHARUND,L,MITCHELL,110.0
RUNEE,GECKLE,,STARKEY,614.0
RALPAL,GECKLE,T,STARKEY,614.0
RROBERT,GERING,T,71ST,325.0
GHOLAN,GERINGER,W,BANK,200.0
JEFFREY,GERINGER,W,BANK,200.0
JEFFREY,GERINGER,W,BANK,200.0
DOUGLASS,GERINGER,D,BANK,200.0
MARIE,GERINGER,T,BANK,200.0
NATHANIAL,GLICK,N,RIDLEY,725.0
TEMPEST,GREENE,Z,BASSWOOD,4816.0
RAYMON,HALL,,BASSWOOD,4810.0
GEORGE,HILLION,L,BASSWOOD,4914.0
KEYAN,JEANS,D,STARKEY,686.0
MICHEAL,JEANS,,STARKEY,686.0
CASANDRA,JEANS,C,STARKEY,686.0
SANDERA,JIMEMEZ,Y,STARKEY,674.0
BARBRA,JIMEMEZ,M,STARKEY,674.0
IRWIN,JIMENEZ,,BANKS,214.0
ANDRE,JIMENEZ,,BANKS,214.0
WILHEMENIA,JIMENEZ,,BANKS,214.0
FREDRICK,KELLEY,W,BASSWOOD,4932.0
TONY,LAKHTOSH,M,BANKS,206.0
DANIELLE,LAKHTOSH,S,BANKS,206.0
DORATHEA,LASITTER,K,STARKEY,656.0
LELA,LASITTER,M,STARKEY,656.0
DWIGHT,MALDONABO,B,STARKEY,678.0
MARQUIS,MALDONABO,E,STARKEY,678.0
MABEL,MALDONABO,,STARKEY,678.0
DARYL,MORGAN,A,3RD,7124.0
KEVEIN,MORGAN,,3RD,7124.0
HERMAN,MOSGERA,M,STARKEY,684.0
IASHA,MOSGUERA,C,STARKEY,682.0
ANDRE,MOSGUERA,G,STARKEY,682.0
ROMAINE,MOSGUERA,O,STARKEY,682.0
TAWYA,MOSGUERA,O,STARKEY,682.0
PRINCETTE,MOSGUERA,D,STARKEY,682.0
KEISHA,MOSGUERA,O,STARKEY,682.0
CLAIRE,OQUENDO,J,STARKEY,666.0
XANTHA,PAIGE,,BASSWOOD,4830.0
JEMOS,PARRA,V,STARKEY,676.0
ANN,RAUST,N,STARKEY,652.0
TAWANA,RODREQUE,S,STARKEY,670.0
GERALDINE,RODREQUE,A,STARKEY,670.0
DERRICK,ROUNSVELLE,E,BANKS,100.0
IRAN,SENTRY,R,BASSWOOD,4906.0
RAYMOND,SENTRY,L,BASSWOOD,4906.0
ALLICIA,SENTRY,J,BASSWOOD,4906.0
DAVONE,SHANKS,B,BANKS,104.0
LONORA,SHANKS,S,BANKS,104.0
RANDOLFF,TORRIS,,STARKEY,680.0
FREMAN,TORRIS,R,STARKEY,680.0
WYANE,VALDEZ,H,RIDLEY,723.0
THERESA,VALDEZ,,RIDLEY,723.0
THUY KIM,VARGAS MUNOZ,G,RIDLEY,727.0
BRANDON,VARGAS-HERNAN,R,STARKEY,664.0
ALEXANDE,VARGAS-HERNAN,R,STARKEY,664.0
ELIZBETH,VARGAS-HERNAN,L,STARKEY,664.0
DONNY,WESTERN,,BASSWOOD,4842.0
SALLY,WESTERN,,BASSWOOD,4842.0
ALEXDER,WIZALKOWSKI,J,BANKS,210.0
DELORES,WIZALKOWSKI,A,BANKS,210.0
LATESHA,CANNON,D,EL DORADO,110.0
KATHY,DORSER,,STARKEY,626.0
RUFUS,HOERNING,D,EL DORADO,114.0
CHISTOPHER,HOERNING,D,EL DORADO,114.0
ZACNARY,HOERNING,,EL DORADO,114.0
TRINA,HOERNING,,EL DORADO,114.0
ANNA,HOERNING,,EL DORADO,114.0
STEPHEN,JOHNS,,BASSWOOD,4946.0
GLURIA,JOHNS,,BASSWOOD,4946.0
GERARDO,JOLMES,F,EL DORADO,108.0
FRANCISO,JOLMES,D,EL DORADO,108.0
ERIK,JOLMES,D,EL DORADO,108.0
LUCILE,JOLMES,,EL DORADO,108.0
DANYAE,KENNY,,STARKEY,624.0
RAY,SPRIGGS,,EL DORADO,113.0
JACKIE,TREAEVANT,M,EL DORADO,111.0
ANNA,TREAEVANT,M,EL DORADO,111.0
LED,ALSTON,E,OCONEE,612.0
MICHAEL,ALSTON,,OCONEE,612.0
ROSEMARY,ALSTON,,OCONEE,612.0
KENDALL,BARRETT,,STARKEY,634.0
YUNAISY,BARRETT,L,STARKEY,634.0
ANTOIENO,CAMBLE,E,6041 / 2 OCONEE,
JESSICIA,CAMBLE,A,6041 / 2 OCONEE,
MARNELA,CAMBLE,E,6041 / 2 OCONEE,
DERRYL,CARL,B,RUBY,501.0
BARRY,CARL,J,RUBY,501.0
ROSELIME,CARL,D,RUBY,501.0
RODERICK,CARTIER,C,22,14135.0
